id,keyword,volume,position,estimated_visits,cpc,paid_difficulty,seo_difficulty,ranking_url,city,state,country,region,url_location,area,category,business_category,product_category,source,url_keyword,unknown_col,remaining_url_keywords,priority
136,noida sector 18,450000,10,14080,$0.55,9,45,https://www.zomato.com/ncr/sector-18-noida-restaurants,Noida,,,,Noida,Sector 18,Restaurant,Food & Dining,Food & Dining,zomato.com,,,ncr,1
137,be,550000,21,2365,$0.79,1,49,https://www.zomato.com/ncr/be-healthy-2-sector-51-noida,Noida,,,,Noida,,,,,zomato.com,be,,ncr healthy sector 51,1
138,vi's,550000,7,25795,$0.60,1,51,https://www.zomato.com/hyderabad/vis-kitchen-manikonda,Hyderabad,,,,Hyderabad,,,,,zomato.com,,,vis kitchen manikonda,1
139,domino's pizza near me,368000,11,8865,$0.18,3,35,https://www.zomato.com/hyderabad/dominos-pizza-sd-road-secunderabad,Secunderabad,,,,Secunderabad,,,,,zomato.com,pizza,,hyderabad dominos sd road,1
140,bms chennai,450000,11,5085,$0.04,1,29,https://www.zomato.com/chennai/bms-barman-special-valasaravakkam/reviews,Chennai,,,,Chennai,,,,,zomato.com,bms,,barman special valasaravakkam,1
141,ice creams,550000,13,8865,$0.30,21,54,https://www.zomato.com/ncr/restaurants/ice-cream,,,,,,,Restaurant,Food & Dining,Food & Dining,zomato.com,ice,,ncr cream,1
142,panaji panaji,450000,38,945,$0.22,3,38,https://www.zomato.com/goa/panaji-restaurants,Panaji,Goa,India,West,Panaji,,Restaurant,Food & Dining,Food & Dining,zomato.com,,,,1
143,lulu mall kochi kerala,450000,20,2520,$0.04,5,44,https://www.zomato.com/kochi/restaurants/in/lulu,Kochi,,,,Kochi,,Restaurant,Food & Dining,Food & Dining,zomato.com,lulu,,,1
144,mumbai central,450000,29,1080,$0.25,5,49,https://www.zomato.com/mumbai/restaurants/near/mumbai-central-station,Mumbai,,,,Mumbai,,Restaurant,Food & Dining,Food & Dining,zomato.com,,,station,1
145,nehru place new delhi delhi,450000,21,1935,$0.14,5,29,https://www.zomato.com/ncr/nehru-place-delhi-restaurants,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,zomato.com,nehru place,,ncr,1
146,e trains,450000,40,945,$0.67,1,84,https://www.zomato.com/order-food-online-in-train,,,,,,,Restaurant,Food & Dining,Food & Dining,zomato.com,,,order online train,1
147,nehru place new delhi delhi,450000,21,1935,$0.14,5,29,https://www.zomato.com/ncr/nehru-place-delhi-restaurants,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,zomato.com,nehru place,,ncr,1
148,e trains,450000,40,945,$0.67,1,84,https://www.zomato.com/order-food-online-in-train,,,,,,,Restaurant,Food & Dining,Food & Dining,zomato.com,,,order online train,1
149,best meals near me,450000,5,136800,$0.17,11,38,https://www.zomato.com/restaurants-near-me,,,,,,,Restaurant,Food & Dining,Food & Dining,zomato.com,me,,,1
150,best food restaurants near me,450000,4,136800,$0.23,14,39,https://www.zomato.com/restaurants-near-me,,,,,,,Restaurant,Food & Dining,Food & Dining,zomato.com,me,,,1
151,tilak nagar delhi,450000,27,1080,$13.74,4,44,https://www.zomato.com/ncr/tilak-nagar-delhi-restaurants,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,zomato.com,tilak nagar,,ncr,1
152,t nagar,450000,18,2655,$0.17,7,30,https://www.zomato.com/chennai/t-nagar-restaurants,Chennai,,,,Chennai,,Restaurant,Food & Dining,Food & Dining,zomato.com,nagar,,,1
153,nehru place in delhi,450000,18,2520,$0.12,4,25,https://www.zomato.com/ncr/nehru-place-delhi-restaurants,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,zomato.com,nehru place,,ncr,1
154,lulu mall at kochi,450000,16,3375,$0.06,4,38,https://www.zomato.com/kochi/restaurants/in/lulu,Kochi,,,,Kochi,,Restaurant,Food & Dining,Food & Dining,zomato.com,lulu,,,1
155,café coffee day,450000,11,21105,$0.37,3,43,https://www.zomato.com/mumbai/restaurants/cafe-coffee-day,Mumbai,,,,Mumbai,,Restaurant,Food & Dining,Food & Dining,zomato.com,coffee day,,,1
156,sexy fish,450000,13,5085,$0.47,3,42,https://www.zomato.com/dubai/sexy-fish-difc,,,,,,,,,,zomato.com,sexy fish,,dubai difc,1
157,dilsukhnagar,450000,12,8865,$0.44,5,62,https://www.zomato.com/hyderabad/dilsukhnagar-restaurants,Hyderabad,,,,Hyderabad,,Restaurant,Food & Dining,Food & Dining,zomato.com,dilsukhnagar,,,1
158,zirakpur zirakpur,450000,39,945,$0.06,2,33,https://www.zomato.com/chandigarh/zirakpur-restaurants,Chandigarh,Chandigarh,India,North,Chandigarh,,Restaurant,Food & Dining,Food & Dining,zomato.com,zirakpur,,,1
159,andheri,368000,23,1935,$0.10,11,64,https://www.zomato.com/mumbai/andheri-east-restaurants,Mumbai,,,,Mumbai,Andheri,Restaurant,Food & Dining,Food & Dining,zomato.com,,,,1
160,delhi tilak nagar,450000,20,1935,$0.14,5,19,https://www.zomato.com/ncr/tilak-nagar-delhi-restaurants,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,zomato.com,tilak nagar,,ncr,1
161,coffee day cafe,450000,10,21105,$0.19,3,55,https://www.zomato.com/kanpur/cafe-coffee-day-1-mall-road,Kanpur,,,,Kanpur,,Restaurant,Food & Dining,Food & Dining,zomato.com,coffee day,,mall road,1
162,pco,368000,19,2520,$0.28,2,61,https://www.zomato.com/mumbai/pco-lower-parel,Mumbai,,,,Mumbai,,,,,zomato.com,pco,,lower parel,1
163,best restaurants near me,450000,4,136800,$0.21,12,71,https://www.zomato.com/restaurants-near-me,,,,,,,Restaurant,Food & Dining,Food & Dining,zomato.com,me,,,1
164,best meal near me,450000,2,136800,$0.17,11,38,https://www.zomato.com/restaurants-near-me,,,,,,,Restaurant,Food & Dining,Food & Dining,zomato.com,me,,,1
165,sonipat city,450000,23,1935,$0.07,1,48,https://www.zomato.com/sonipat/sonipat-city-restaurants,,,,,,,Restaurant,Food & Dining,Food & Dining,zomato.com,sonipat city,,sonipat,1
166,best eateries near me,450000,4,136800,$0.21,12,38,https://www.zomato.com/restaurants-near-me,,,,,,,Restaurant,Food & Dining,Food & Dining,zomato.com,me,,,1
167,chinchwad pune,450000,37,945,$0.10,4,25,https://www.zomato.com/pune/best-chinchwad-restaurants,Pune,,,,Pune,,Restaurant,Food & Dining,Food & Dining,zomato.com,chinchwad,,best,1
168,velachery in chennai,450000,22,1935,$0.09,7,35,https://www.zomato.com/chennai/velachery-restaurants,Chennai,,,,Chennai,,Restaurant,Food & Dining,Food & Dining,zomato.com,velachery,,,1
169,spa,550000,57,945,$0.36,11,65,https://www.zomato.com/chennai/sante-spa-cuisine-nungambakkam,Chennai,,,,Chennai,,,,,zomato.com,spa,,sante cuisine nungambakkam,1
170,places to visit near me,450000,44,945,$0.39,5,49,https://www.zomato.com/mumbai/restaurants,Mumbai,,,,Mumbai,,Restaurant,Food & Dining,Food & Dining,zomato.com,,,,1
171,ice cream,550000,14,6750,$0.24,66,53,https://www.zomato.com/ncr/restaurants/ice-cream,,,,,,,Restaurant,Food & Dining,Food & Dining,zomato.com,ice cream,,ncr,1
172,bandra,450000,20,2655,$0.43,4,62,https://www.zomato.com/mumbai/bandra-west-restaurants,Mumbai,,,,Mumbai,Bandra,Restaurant,Food & Dining,Food & Dining,zomato.com,,,,1
173,hauz khas new delhi delhi,450000,14,6750,$0.09,4,24,https://www.zomato.com/ncr/hauz-khas-village-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Hauz Khas,Restaurant,Food & Dining,Food & Dining,zomato.com,,,ncr village,1
174,kurla day,368000,6,21105,$0,1,47,https://www.zomato.com/mumbai/day-to-day-snacks-corner-1-kurla,Mumbai,,,,Mumbai,,,,,zomato.com,kurla day,,to day snacks corner,1
175,delhi hauz khas,368000,9,29655,$0.16,4,38,https://www.zomato.com/ncr/hauz-khas-village-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Hauz Khas,Restaurant,Food & Dining,Food & Dining,zomato.com,,,ncr village,1
176,coimbatore gandhipuram,450000,17,4095,$0.40,5,49,https://www.zomato.com/coimbatore/best-gandhipuram-restaurants,Coimbatore,,,,Coimbatore,,Restaurant,Food & Dining,Food & Dining,zomato.com,gandhipuram,,best,1
177,cafe coffee day,450000,8,29655,$0.74,7,45,https://www.zomato.com/kolkata/cafe-coffee-day-desapriya-park,Kolkata,,,,Kolkata,,Restaurant,Food & Dining,Food & Dining,zomato.com,coffee day,,desapriya park,1
178,ub city,301000,9,9420,$0,7,50,https://www.zomato.com/bangalore/restaurants/in/ub-city?bar=1,Bengaluru,,,,Bengaluru,,Restaurant,Food & Dining,Food & Dining,zomato.com,ub city,,bangalore,1
179,sweet shop near me,301000,4,111872,$0.26,5,36,https://www.zomato.com/kolkata/sweet-shop?sort=da,Kolkata,,,,Kolkata,,,,,zomato.com,sweet shop,,,1
180,select city walk new delhi,368000,11,9420,$0.11,5,31,https://www.zomato.com/ncr/restaurants/in/select-city-walk-mall-saket?bar=1,,,,,Saket,Saket,Restaurant,Food & Dining,Food & Dining,zomato.com,select city walk,,ncr mall,1
181,nexus mall koramangala,301000,9,7249,$0.20,15,47,https://www.zomato.com/bangalore/restaurants/in/nexus-koramangala,Bengaluru,,,,Bengaluru,Koramangala,Restaurant,Food & Dining,Food & Dining,zomato.com,nexus,,bangalore,1
182,khan market in delhi,368000,8,17259,$0.09,1,31,https://www.zomato.com/ncr/khan-market-delhi-restaurants,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,zomato.com,khan market,,ncr,1
183,café,550000,11,12438,$0.41,2,61,https://www.zomato.com/kolkata/great-cafes,Kolkata,,,,Kolkata,,Restaurant,Food & Dining,Food & Dining,zomato.com,,,great,1
184,cafes,550000,7,35806,$0.42,3,61,https://www.zomato.com/dehradun/great-cafes,Dehradun,,,,Dehradun,,Restaurant,Food & Dining,Food & Dining,zomato.com,,,great,1
185,anand's,368000,6,35806,$0.12,1,49,https://www.zomato.com/goa/anand-bar-seafood-restaurant-anjuna,Anjuna,Goa,India,West,Anjuna,,Restaurant,Food & Dining,Food & Dining,zomato.com,anand,,seafood,1
186,veg,368000,19,2171,$0.01,34,64,https://www.zomato.com/bangalore/vegetarian-restaurants,Bengaluru,,,,Bengaluru,,Restaurant,Food & Dining,Food & Dining,zomato.com,,,bangalore vegetarian,1
187,sweet shops near me,301000,4,111872,$0.26,5,36,https://www.zomato.com/sweet-shops-near-me,,,,,,,,,,zomato.com,sweet shops me,,,1
188,kurla mumbai,368000,15,5520,$0.20,4,49,https://www.zomato.com/mumbai/kurla-restaurants,Mumbai,,,,Mumbai,,Restaurant,Food & Dining,Food & Dining,zomato.com,kurla,,,1
189,burger king nearest to me,368000,9,17259,$0.04,6,15,https://www.zomato.com/chennai/restaurants/burger-king?landmark_id=187&category=2,Chennai,,,,Chennai,,Restaurant,Food & Dining,Food & Dining,zomato.com,burger king,,,1
190,oberoi mall,368000,7,12438,$0.30,4,49,https://www.zomato.com/mumbai/restaurants/in/oberoi-mall,Mumbai,,,,Mumbai,,Restaurant,Food & Dining,Food & Dining,zomato.com,oberoi mall,,,1
191,select citywalk mall delhi,368000,9,9420,$0.11,5,24,https://www.zomato.com/ncr/restaurants/in/select-city-walk-mall-saket,,,,,Saket,Saket,Restaurant,Food & Dining,Food & Dining,zomato.com,select mall,,ncr city walk,1
192,jayanagar bangalore,368000,20,2060,$0.50,9,50,https://www.zomato.com/bangalore/jayanagar-restaurants,Bengaluru,,,,Bengaluru,,Restaurant,Food & Dining,Food & Dining,zomato.com,jayanagar bangalore,,,1
193,goregaon east,368000,9,17259,$0.16,3,48,https://www.zomato.com/mumbai/goregaon-east-restaurants,Mumbai,,,,Mumbai,,Restaurant,Food & Dining,Food & Dining,zomato.com,goregaon,,,1
194,express avenue mall chennai,301000,13,5520,$0,12,38,https://www.zomato.com/chennai/restaurants/in/express-avenue-mall-royapettah,Chennai,,,,Chennai,,Restaurant,Food & Dining,Food & Dining,zomato.com,express avenue mall,,royapettah,1
195,express avenue mall,301000,13,4158,$0.67,6,44,https://www.zomato.com/chennai/restaurants/in/express-avenue-mall-royapettah,Chennai,,,,Chennai,,Restaurant,Food & Dining,Food & Dining,zomato.com,express avenue mall,,royapettah,1
196,starbucks near me,301000,7,35806,$0.71,3,43,https://www.zomato.com/ncr/ristoranti/starbucks-coffee?landmark_id=74&category=2,,,,,,,,,,zomato.com,starbucks,,ncr ristoranti coffee,1
197,new delhi malviya nagar,368000,23,1214,$0.10,3,22,https://www.zomato.com/ncr/malviya-nagar-delhi-restaurants,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,zomato.com,malviya nagar,,ncr,1
198,bandra bkc,301000,14,5520,$0.33,7,50,https://www.zomato.com/mumbai/bkc-dive-bandra-kurla-complex,Mumbai,,,,Mumbai,Bandra,,,,zomato.com,bkc,,dive kurla complex,1
199,madhur,450000,8,7249,$0.14,1,60,https://www.zomato.com/hyderabad/madhur-sweets-kompally,Hyderabad,,,,Hyderabad,,,,,zomato.com,madhur,,sweets kompally,1
200,jayanagar,368000,16,3348,$0.50,9,63,https://www.zomato.com/bangalore/jayanagar-restaurants,Bengaluru,,,,Bengaluru,,Restaurant,Food & Dining,Food & Dining,zomato.com,jayanagar,,bangalore,1
201,star box near me,368000,10,17259,$0.05,3,38,https://www.zomato.com/ncr/starbucks-coffee-1-connaught-place-new-delhi,New Delhi,Delhi,India,North,New Delhi,Connaught Place,,,,zomato.com,,,ncr starbucks coffee,1
202,lulu mall lucknow,368000,14,4158,$0.12,4,44,https://www.zomato.com/lucknow/lulu-hypermarket-ibb-sushant-golf-city,Lucknow,,,,Lucknow,,,,,zomato.com,lulu,,hypermarket ibb sushant golf city,1
203,church street,301000,6,35806,$0.01,15,52,https://www.zomato.com/bangalore/church-street-restaurants,Bengaluru,,,,Bengaluru,,Restaurant,Food & Dining,Food & Dining,zomato.com,church street,,bangalore,1
204,select citywalk new delhi delhi,368000,5,17259,$0.07,4,29,https://www.zomato.com/ncr/restaurants/in/select-city-walk-mall-saket,,,,,Saket,Saket,Restaurant,Food & Dining,Food & Dining,zomato.com,select,,ncr city walk mall,1
205,food,368000,26,1214,$0.32,3,72,https://www.zomato.com/ncr,,,,,,,,,,zomato.com,,,ncr,1
206,najafgarh,368000,19,2171,$0,4,62,https://www.zomato.com/ncr/najafgarh-delhi-restaurants,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,zomato.com,najafgarh,,ncr,1
207,khan market new delhi,368000,6,17259,$0.03,1,20,https://www.zomato.com/ncr/khan-market-delhi-restaurants,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,zomato.com,khan market,,ncr,1
208,bar,368000,9,17259,$0.14,2,36,https://www.zomato.com/mumbai/best-bars-and-pubs,Mumbai,,,,Mumbai,,Restaurant,Food & Dining,Food & Dining,zomato.com,,,best pubs,1
209,pure veg restaurants near me,301000,5,59616,$0.10,8,37,https://www.zomato.com/hyderabad/vegetarian-restaurants,Hyderabad,,,,Hyderabad,,Restaurant,Food & Dining,Food & Dining,zomato.com,,,vegetarian,1
210,sarai kale,368000,21,1876,$0.13,3,19,https://www.zomato.com/ncr/best-restaurants?landmark_id=8,,,,,,,Restaurant,Food & Dining,Food & Dining,zomato.com,,,ncr best,1
211,cafe,550000,5,111872,$0.57,3,80,https://www.zomato.com/pune/caf%C3%A9,Pune,,,,Pune,,,,,zomato.com,,,caf,1
212,haldiram near me,301000,7,35806,$0.16,2,43,https://www.zomato.com/kolkata/restoranlar/haldirams-1?landmark_id=398&category=2,Kolkata,,,,Kolkata,,,,,zomato.com,,,restoranlar haldirams,1
213,baskin robbins,301000,10,12438,$0.04,4,49,https://www.zomato.com/hyderabad/baskin-robbins-ice-cream-desserts-masab-tank,Hyderabad,,,,Hyderabad,,,,,zomato.com,baskin robbins,,ice cream desserts masab tank,1
214,near me burger king,450000,10,12438,$0.03,7,13,https://www.zomato.com/mumbai/restaurants/burger-king,Mumbai,,,,Mumbai,,Restaurant,Food & Dining,Food & Dining,zomato.com,burger king,,,1
215,waffles and waffles,368000,9,24251,$0.30,1,53,https://www.zomato.com/mumbai/a-waffles-belgian-waffles-more-kharghar-navi-mumbai,Navi Mumbai,,,,Navi Mumbai,,,,,zomato.com,waffles waffles,,belgian more kharghar,1
216,majnu tilla delhi,301000,12,7249,$0.16,5,28,https://www.zomato.com/ncr/majnu-ka-tila-delhi-restaurants,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,zomato.com,majnu,,ncr ka tila,1
217,majnu ka tila,301000,8,17259,$0,2,43,https://www.zomato.com/hi/ncr/restaurace/in/majnu-ka-tila,,,,,,,,,,zomato.com,majnu ka tila,,hi ncr restaurace,1
218,pizza hut,550000,14,4158,$0.22,10,51,https://www.zomato.com/bangalore/restaurants/pizza-hut,Bengaluru,,,,Bengaluru,,Restaurant,Food & Dining,Food & Dining,zomato.com,pizza hut,,bangalore,1
219,phoenix mall of the millennium,368000,5,24251,$0.10,6,36,https://www.zomato.com/pune/restaurants/in/phoenix-mall-of-the-millennium,Pune,,,,Pune,,Restaurant,Food & Dining,Food & Dining,zomato.com,phoenix mall millennium,,,1
220,nearest starbucks to me,368000,8,24251,$0.10,2,20,https://www.zomato.com/ncr/ristoranti/starbucks-coffee?landmark_id=74&category=2,,,,,,,,,,zomato.com,starbucks,,ncr ristoranti coffee,1
221,dragon,550000,27,846,$0.57,1,60,https://www.zomato.com/chandigarh/hangry-dragon-sector-71-mohali,Chandigarh,Chandigarh,India,North,Chandigarh,,,,,zomato.com,dragon,,hangry sector 71 mohali,1
222,jaya nagar,368000,16,2760,$0.24,6,20,https://www.zomato.com/bangalore/jayanagar-restaurants,Bengaluru,,,,Bengaluru,,Restaurant,Food & Dining,Food & Dining,zomato.com,,,bangalore jayanagar,1
223,goregaon,368000,5,59616,$0.16,3,61,https://www.zomato.com/mumbai/sindhian-1-goregaon-east/order,Mumbai,,,,Mumbai,,,,,zomato.com,goregaon,,sindhian order,1
224,express avenue chennai,301000,18,1876,$0.63,12,46,https://www.zomato.com/chennai/restaurants/in/express-avenue-mall-royapettah,Chennai,,,,Chennai,,Restaurant,Food & Dining,Food & Dining,zomato.com,express avenue,,mall royapettah,1
225,malviya nagar delhi,368000,22,1582,$0.16,5,25,https://www.zomato.com/ncr/malviya-nagar-delhi-restaurants,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,zomato.com,malviya nagar,,ncr,1
226,delhi majnu tilla,301000,9,17259,$0.12,3,26,https://www.zomato.com/ncr/restaurants/in/majnu-ka-tila,,,,,,,Restaurant,Food & Dining,Food & Dining,zomato.com,majnu,,ncr ka tila,1
227,express avenue in chennai,368000,12,4158,$0.18,5,25,https://www.zomato.com/chennai/restaurants/in/express-avenue-mall-royapettah,Chennai,,,,Chennai,,Restaurant,Food & Dining,Food & Dining,zomato.com,express avenue,,mall royapettah,1
228,malviya nagar new delhi delhi,368000,17,2171,$0.12,4,30,https://www.zomato.com/ncr/malviya-nagar-delhi-restaurants,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,zomato.com,malviya nagar,,ncr,1
229,kurla india,368000,17,2760,$0.10,4,22,https://www.zomato.com/mumbai/mini-india-kurla,Mumbai,,India,,Mumbai,,,,,zomato.com,kurla,,mini,1
230,khan market new delhi delhi,368000,7,12438,$0.03,1,29,https://www.zomato.com/ncr/khan-market-delhi-restaurants,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,zomato.com,khan market,,ncr,1
231,khan market,368000,6,24251,$0.03,1,31,https://www.zomato.com/ncr/dinner-in-khan-market,,,,,,,,,,zomato.com,khan market,,ncr dinner,1
232,burger king near me,368000,9,17259,$0.26,2,35,https://www.zomato.com/ncr/restaurants/burger-king?landmark_id=43&category=2,,,,,,,Restaurant,Food & Dining,Food & Dining,zomato.com,burger king,,ncr,1
233,bandra kurla complex mumbai,301000,71,772,$0.18,7,19,https://www.zomato.com/mumbai/bkc-dive-bandra-kurla-complex,Mumbai,,,,Mumbai,Bandra,,,,zomato.com,kurla complex,,bkc dive,1
234,phoenix mall pune,368000,8,9420,$0.01,6,44,https://www.zomato.com/pune/restaurants/in/phoenix-market-city-viman-nagar,Pune,,,,Pune,,Restaurant,Food & Dining,Food & Dining,zomato.com,phoenix,,market city viman nagar,1
235,pizza near me,301000,6,35806,$0.19,9,45,https://www.zomato.com/pizza-restaurants-near-me,,,,,,,Restaurant,Food & Dining,Food & Dining,zomato.com,pizza me,,,1
236,oberoi mall in mumbai,368000,11,9420,$0.10,5,31,https://www.zomato.com/mumbai/restaurants/in/oberoi-mall,Mumbai,,,,Mumbai,,Restaurant,Food & Dining,Food & Dining,zomato.com,oberoi mall,,,1
237,mumbai bkc,368000,17,3348,$0.21,5,37,https://www.zomato.com/mumbai/bandra-kurla-complex-restaurants,Mumbai,,,,Mumbai,Bandra,Restaurant,Food & Dining,Food & Dining,zomato.com,,,kurla complex,1
238,select citywalk new delhi,368000,8,9420,$0.11,5,25,https://www.zomato.com/ncr/restaurants/in/select-city-walk-mall-saket,,,,,Saket,Saket,Restaurant,Food & Dining,Food & Dining,zomato.com,select,,ncr city walk mall,1
239,house,368000,37,772,$0.70,1,72,https://www.zomato.com/jaipur/house-of-fister-jagatpura,Jaipur,,,,Jaipur,,,,,zomato.com,house,,fister jagatpura,1
240,bandra kurla complex,301000,20,2060,$0.38,6,44,https://www.zomato.com/mumbai/bandra-kurla-complex-restaurants,Mumbai,,,,Mumbai,Bandra,Restaurant,Food & Dining,Food & Dining,zomato.com,kurla complex,,,1
241,waffle,301000,8,24251,$0.81,1,60,https://www.zomato.com/mumbai/the-belgian-waffle-co-chowpatty/order,Mumbai,,,,Mumbai,,,,,zomato.com,waffle,,belgian chowpatty order,1
242,delhi khan market,368000,7,24251,$0.03,1,28,https://www.zomato.com/ncr/khan-market-delhi-restaurants,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,zomato.com,khan market,,ncr,1
243,majestic bengaluru karnataka,301000,16,3348,$0.13,4,21,https://www.zomato.com/bangalore/majestic-hotel-majestic,Bengaluru,,,,Bengaluru,,Hotel,Accommodation,Accommodation,zomato.com,majestic,,bangalore majestic,1
